RXIRuZd-xNs,[0:60],[12.6:39.9],it is  a tutorial regarding the construction of  a stone stairs
uRUOwJIBTj8,[120:180],[120.0:124.12],The fruit juice and fruits are  being shown on the the top right of screen.
Krp883Wl8Ek,[120:180],[167.5:173.89],A woman opens a jar of Diviana Nectar and smells it.
U4BuQWAFkKQ,[120:180],[120.0:144.01],They are making a recipe in the kitchen
U4BuQWAFkKQ,[120:180],[144.01:168.02],They are making a recipe in the kitchen
gasWvBJEDlU,[0:60],[0.3:27.0],she show a different cloth
0xWdlJTNO24,[60:120],[75.85:85.91],"A man digs a hole, puts a green plant in the hole, and then smooths dirt around it's base."
fd59W75u99g,[0:60],[17.7:52.5],a process of making of various batches by woman
gma28XgiB_g,[60:120],[81.91:93.61],the person is marking using the pencil
w2D8wOMJBZA,[120:180],[120.0:124.63],The man pours some garlic infused oil into a jar.
Y3LFKWDn1PM,[120:180],[146.18:176.63],The man playing Guitar
dT9DOMAC1BA,[120:180],[127.98:149.01],a lady making a paper into cone type and being explaining about it
dT9DOMAC1BA,[120:180],[149.01:170.04],a lady making a paper into cone type and being explaining about it
V04B9q4CHss,[180:240],[180.0:202.98],A woman is making a video
V04B9q4CHss,[180:240],[202.98:225.96],A woman is making a video
sSprsldE8vc,[120:180],[121.32:127.11],woman is talking while showing pet mouse on cage
Zoeo-9G0XGo,[0:60],[12.01:44.12],a woman is doing a creative art type  of work
7ik8eXRo_rE,[60:120],[66.53:84.365],The woman explain how to tasty healthy juice
7ik8eXRo_rE,[60:120],[84.365:102.2],The woman explain how to tasty healthy juice
0RTu8J4pfC4,[60:120],[80.82:100.585],the workers working in the juice factory.
0RTu8J4pfC4,[60:120],[100.585:120.35],the workers working in the juice factory.
1Ez4zI4Wo5c,[0:60],[9.0:33.75],The girl is showing the ingredients and demonstration of chocolate pie.
1Ez4zI4Wo5c,[0:60],[33.75:58.5],The girl is showing the ingredients and demonstration of chocolate pie.
ZwejPPQ0DCE,[60:120],[77.9:98.27],Showing off homemade diaper covers in the living room
4PKSTcJNcUQ,[120:180],[121.14:132.53],the clip showing pink and other flowers moving for the wind.
ap7IUjQIfjg,[0:60],[0.0:16.5],A video that shows how to make seed starters out of old newspaper.
Y3zb3hzKYms,[60:120],[81.25:86.49],lady dress colour was red
WOGaS19VZ8Q,[0:60],[0.0:4.2],The person opens the window.
8fz7_RW3s8g,[120:180],[123.94:136.65],The first ingredient to Louisiana dark roux is flour.
0ijMbK2qckY,[180:240],[189.43:208.745],the woman making cooking and ading the ingretance and powder milk and chaas salt and mixing the boli to the cake in will like it
0ijMbK2qckY,[180:240],[208.745:228.06],the woman making cooking and ading the ingretance and powder milk and chaas salt and mixing the boli to the cake in will like it
TtF-pSWDJeU,[180:240],[180.0:208.27],to bake a meat for the help of the new stove
4PKSTcJNcUQ,[0:60],[17.7:45.6],A woman describes about the trees
nHcT553ymcs,[120:180],[160.56:165.14],it describes about the flight miniature work in this video
gYckLOCCLU8,[180:240],[202.21:210.61],A girl is putting the red ribbon in the holes of the can top and tie them up.
lIEamcr7Dl4,[60:120],[60.0:84.03],this video is deal with the brake assembly and its maintenance
cCu0jYAZEZI,[60:120],[87.61:111.62],lady is doing a tutorial to the viewers with color master
K6iuJ6s616s,[180:240],[188.29:212.51],she prepared a fruit julice and eating
TtF-pSWDJeU,[0:60],[5.1:14.1],the man is cleaning the meat
S6HL6edD6Yo,[0:60],[7.2:41.41],The woman explain how to tasty healthy cooking
o6Eqi92ueHY,[120:180],[120.0:149.92],a lady take some cloths and make a diapers
v2mTgJ2nfHk,[60:120],[60.0:75.24],A man stands outdoors under a trellis and gestures to hanging clay pots.
BrcO2IVUSgI,[0:60],[12.01:46.52],a man is providing procedure and requirements of maintaining brakes in bikes
vVH6MOPXmVA,[60:120],[79.17:100.36],this is a cooking tutorial done by a woman in her kitchen to viewers
cCu0jYAZEZI,[120:180],[120.0:130.58],A woman and a man banter with each other and then the audience laughs.
yQMcEY8LtMk,[60:120],[106.22:111.62],The man and the lady pour powder and water into the plastic tub.
lVaCTQ40VUU,[180:240],[187.17:220.53],The woman explain how to tasty healthy lemon juice
FLPxO9zriVA,[120:180],[129.5:150.495],the about the video in natural place to home and one tree cutting in the making table to and the wodan table to the using in the purpase in the man
FLPxO9zriVA,[120:180],[150.495:171.49],the about the video in natural place to home and one tree cutting in the making table to and the wodan table to the using in the purpase in the man
eXBO-G43Vmg,[180:240],[189.03:211.915],a man mixing a cream in a bowl using a green beater in the kitchen
eXBO-G43Vmg,[180:240],[211.915:234.8],a man mixing a cream in a bowl using a green beater in the kitchen
plGq_IKJwzI,[0:60],[19.5:44.4],The man watering the tree using long pipe.
naxIGXNdVj8,[180:240],[194.38:217.785],Some types of bedding reduce ammonia levels but is unclear whether or not it is safe or unsafe.
naxIGXNdVj8,[180:240],[217.785:241.19],Some types of bedding reduce ammonia levels but is unclear whether or not it is safe or unsafe.
kdRXdW9tr0E,[120:180],[120.0:135.91],The man explains how to use a template to align graphics.
s258OC5NSIU,[120:180],[120.0:137.72],a man explaining how to use a grindwr
s258OC5NSIU,[120:180],[137.72:155.44],a man explaining how to use a grindwr
8e7l5Xn_6sY,[0:60],[0.0:34.52],the music of the game is very well
0sJ_PczWM74,[0:60],[24.01:42.02],the room was mainly target to this survey.
0sJ_PczWM74,[0:60],[42.02:60.03],the room was mainly target to this survey.
pn0TQU_Acgw,[180:240],[200.68:225.63],The woman cutting the black plastic tray and make something.
NxNsns-HGAU,[0:60],[8.4:31.21],the about video is ledu in the cartoon the making to car robot and chotta bheem and chutki and airoplain and car i will like to cartoon to the movies
NxNsns-HGAU,[0:60],[31.21:54.02],the about video is ledu in the cartoon the making to car robot and chotta bheem and chutki and airoplain and car i will like to cartoon to the movies
gtzbcJ_AaxY,[120:180],[123.64:147.615],a lady talking about the clothing sponge from usage materials
gtzbcJ_AaxY,[120:180],[147.615:171.59],a lady talking about the clothing sponge from usage materials
cbgg9ofdXsE,[120:180],[138.02:159.045],She explain about a fruit.
cbgg9ofdXsE,[120:180],[159.045:180.07],She explain about a fruit.
ztO3YYKepgw,[180:240],[182.16:187.71],The man picks up the pliers off the floor.
PqAHEdsoTf4,[180:240],[180.0:200.68],A cursor appears to rotate and manipulate a virtual design of a concrete step.
K2il-1YmsJU,[180:240],[180.0:189.25],She is peeling the yellow skin of a lemon.
WpUEmO9r5Bs,[60:120],[62.46:90.645],A delicious recipe on red meat by a lady.
WpUEmO9r5Bs,[60:120],[90.645:118.83],A delicious recipe on red meat by a lady.
r6hoMyqV9I8,[180:240],[182.45:209.82],a man talks about the engine accessories in a car
r6hoMyqV9I8,[180:240],[209.82:237.19],a man talks about the engine accessories in a car
HMPb0kaslDE,[60:120],[65.57:77.45],the man showing flower plants and explain something
5s3AqroI0K4,[120:180],[162.83:169.55],The man is trying to fly the paper areoplane.
Gzgh_LVAIDE,[120:180],[170.24:177.24],The man uses a hammer to shock a car's rotor into loosening.
5v3pBNJFwfs,[180:240],[185.48:216.2],The man explain how to tasty cooking
x3_s4z9nL00,[120:180],[145.67:168.56],The woman stirred the milk and Flour.
mU4ZMmJlEk8,[0:60],[5.1:31.065],a chef talks about the cake recipe
mU4ZMmJlEk8,[0:60],[31.065:57.03],a chef talks about the cake recipe
Yw3m6SQn33o,[120:180],[120.0:138.605],a man is prunning flower
Yw3m6SQn33o,[120:180],[138.605:157.21],a man is prunning flower
9KLPSW18u0E,[120:180],[122.71:150.72],A COMEDY SCENE BY COUPLE ON THEIR MARRIAGE.
9KLPSW18u0E,[120:180],[150.72:178.73],A COMEDY SCENE BY COUPLE ON THEIR MARRIAGE.
jDcZrBrWMH0,[0:60],[24.3:30.6],The ribbon is shown as a part of the bracelet.
Nbcl2a9Ec0I,[120:180],[120.0:145.47],a man is giving a tutorial  to his subscribers with a paper
Nbcl2a9Ec0I,[120:180],[145.47:170.94],a man is giving a tutorial  to his subscribers with a paper
GvW4g5eLP5o,[180:240],[180.0:186.79],Words are shown on the screen while a man talks with an accent for comedic effect.
J3qQroXNmnY,[0:60],[47.72:60.03],He puts all the ingredients into a bowl.
G5IpakYAAso,[0:60],[25.81:33.31],the man is teaching guitar
zy5G9N2ykuA,[120:180],[153.01:175.22],she is playing with rat
pEQIaZSFm2M,[120:180],[120.0:150.525],"woman talk about rat,rabbit and their foods"
pEQIaZSFm2M,[120:180],[150.525:181.05],"woman talk about rat,rabbit and their foods"
pIAXeVjXdHg,[0:60],[22.81:41.42],this is a cooking tutorial done by a man in his kitchen to subscribers
pIAXeVjXdHg,[0:60],[41.42:60.03],this is a cooking tutorial done by a man in his kitchen to subscribers
PUstEQPwL4s,[180:240],[190.33:196.1],man shoulder towel colour was red
wt8yPgNp-k8,[60:120],[72.8:90.935],The woman is cut the fruites and instructions.
wt8yPgNp-k8,[60:120],[90.935:109.07],The woman is cut the fruites and instructions.
V5lR28KIYkg,[180:240],[187.8:200.11],A man prepares a special drink using milk and fruit in a blender.
GCrVHH0FY1M,[0:60],[5.1:30.3],In this video the man was explained about computer and digital products.
GCrVHH0FY1M,[0:60],[30.3:55.5],In this video the man was explained about computer and digital products.
nHcT553ymcs,[0:60],[27.31:44.72],A boy making a broken plane and other things using lego toys.
IWPgYaqtsuQ,[60:120],[62.46:91.875],The woman is preparing the clothes for stitching.
IWPgYaqtsuQ,[60:120],[91.875:121.29],The woman is preparing the clothes for stitching.
lyFhsznGcsM,[120:180],[163.52:174.92],The man lays the pieces of chicken flat into the dish.
e6s8riixQmk,[120:180],[133.51:150.01],He is making the furniture parts.
RXIRuZd-xNs,[120:180],[155.99:165.37],A block is shortened with a hammer to fit.
8ukOqJ7ru8g,[120:180],[127.38:150.135],IN THIS VIDEO BOTH ARE MAKE NON VEG FOOD DECRATE IN TO PEOPLE LOOKING
8ukOqJ7ru8g,[120:180],[150.135:172.89],IN THIS VIDEO BOTH ARE MAKE NON VEG FOOD DECRATE IN TO PEOPLE LOOKING
YR9MCq5cm4w,[60:120],[67.8:89.56],a man who wears blue dress is talking in the road about news
YR9MCq5cm4w,[60:120],[89.56:111.32],a man who wears blue dress is talking in the road about news
94JtOt_BM3I,[180:240],[180.0:193.57],The woman is showing the ingredients that she will use.
1VJW7GbArVU,[120:180],[159.53:168.87],A man appears and rearranges the pool game balls.
YAIyvyUmoKM,[120:180],[127.87:138.0],A girl shows how to make a sound with a homemade musical instrument.
Aasfz0Rl9Yk,[0:60],[0.0:12.01],A picture of the front of a house is shown while a man talks about the brick steps.
sRAOmLlJ2MA,[180:240],[180.0:200.205],Brown sugar is added to the bowl for the rack of ribs
sRAOmLlJ2MA,[180:240],[200.205:220.41],Brown sugar is added to the bowl for the rack of ribs
jdmhxi0JMPg,[120:180],[120.0:126.9],The man is working in the kitchen.
pjuadLoh6bc,[180:240],[180.0:212.46],two members discuss about some products and review
idouY0qBygw,[180:240],[180.0:209.0],"the lady boiling the vessel using wood , instead of gas."
Gk6MYCQ7mRI,[60:120],[99.78:105.59],in this video the lady doing some hand made work
Xgu2g2kMRsA,[60:120],[67.5:71.7],The man makes some light cuts to both sides of the meat.
gF4N0d9knIE,[180:240],[181.54:185.24],The man tells us to start from the edge and fold to the center crease.
2Pk72jfXKDE,[120:180],[126.15:144.765],The man explain how to tasty cooking
2Pk72jfXKDE,[120:180],[144.765:163.38],The man explain how to tasty cooking
9eKIyzeiojM,[180:240],[193.58:220.75],Softening of read meat
AwUPR7yTtns,[0:60],[30.0:52.2],Women is more powerful speak and emotional touches.
iwJmtw5u_7c,[180:240],[180.0:190.87],the women cooking to the dish and explain to this video.
01hPnC0oFUw,[60:120],[74.17:102.2],"the man using kid building block, to build a toy."
rd6zgF_eyCU,[0:60],[17.7:35.25],making a craft top bracelet with a thin wires
rd6zgF_eyCU,[0:60],[35.25:52.8],making a craft top bracelet with a thin wires
e0G6Yr6-50c,[120:180],[171.48:180.93],"In a computer tutorial, a man shows how to make a badge."
Sbb_gWb6lOg,[0:60],[19.81:37.665],The two men are fixing wooden balustrade on a stair case.
Sbb_gWb6lOg,[0:60],[37.665:55.52],The two men are fixing wooden balustrade on a stair case.
ww1WC5XncRI,[0:60],[0.0:27.91],the lady's tutorial about making salad using lemon.
07uGXU-RW54,[120:180],[136.4:171.32],A man describes about benefits of the milk
WYdeHiKamho,[120:180],[128.53:163.24],The woman explain how to tasty healthy cooking
QJj-7ZT7pkA,[0:60],[16.2:50.7],this is a demo by a woman to the viewers with clothes
q_l-HA22iUE,[120:180],[128.97:152.77],"A chef takes the cone and mix dark,white chocolates in the bowl"
TEaDplqKicY,[0:60],[0.0:31.51],A pool table with the balls set up as if it was at the beginning of a game is shown in a man starts to talk.
gBqHaL_G8ow,[180:240],[197.11:226.52],musical instrument demonstration and its working by a man to viewers
6G_bzocdYck,[60:120],[60.0:75.71],A man holds small pieces of lumber and stands one up on a corner of plywood.
O8gSH2m2iGk,[0:60],[0.0:15.6],The woman is showing how to make a green smoothie.
sNb7AGxAKyE,[120:180],[123.94:149.83],He is cooking for some special food and it was looking good.
sNb7AGxAKyE,[120:180],[149.83:175.72],He is cooking for some special food and it was looking good.
2rclqMjP1r4,[0:60],[0.0:17.7],the women welcom to the caption of the video
2rclqMjP1r4,[0:60],[17.7:35.4],the women welcom to the caption of the video
5ZaGsr7fth4,[180:240],[193.51:225.92],Two old man getting ice creams from a machine.
kka3Uf7ATVI,[120:180],[128.95:143.37],She is rolling a paper sheet like a cone
UxpBsf7Qipw,[60:120],[90.98:110.92],An old lady cooking a delicious food.
xxAVtcyWBiU,[0:60],[12.61:32.71],Gives the reason for recording this week's  instructional video
VstLswwLWGk,[60:120],[60.0:85.9],Making playing thing
VstLswwLWGk,[60:120],[85.9:111.8],Making playing thing
VfbMuy5Mxo4,[60:120],[89.63:121.1],a lady talked about the cooking basin and its works
xORYx0TAWdc,[180:240],[209.81:240.84],a lady to take a cloth and make a pants
fmjODfKX8K8,[0:60],[0.0:15.91],the man show some track and talk some interesting thing.
QCS2V5fgnn0,[120:180],[141.88:169.92],a man is conducting a experiments along with a dog
RAqZaRPxpPM,[120:180],[131.1:140.41],The little boy is showing you how to do a magic trick.
2YekZxBxTKA,[0:60],[8.1:28.2],she explain and do the healthy food and natural thing
P5o-LH23SSo,[60:120],[60.0:73.26],The men are using some lumber to build a deck.
HAzQSVC4ef8,[60:120],[77.98:109.38],this is a cooking tutorial done by a man in his kitchen to viewers
XsoDQVC7GuI,[60:120],[60.0:75.31],New emergency sirens made from Oboe reeds
rsoNoJQKfSA,[120:180],[125.29:131.34],cooking delecious food  - must watch and try
EqpFZS7N4oc,[120:180],[135.02:164.15],a man is giving a tutorial  to his subscribers about drawing
WYdeHiKamho,[0:60],[14.41:39.02],about the video and preparation chikan and green chilli and lemon salt tomato chass and choya chaas and apple in then a ingretioan i will get then a preparation
f6VJ_StLZz4,[120:180],[128.52:160.36],The man explain lemon benefit for people health
xdu3bmUCr1w,[60:120],[60.0:93.86],very good explanation about cloth.
x_GQZkb9A9I,[0:60],[28.21:60.03],the man talking to the other topic of games and cooking
mczgoirP9dI,[60:120],[67.93:91.72],the man showing how to do plant
mczgoirP9dI,[60:120],[91.72:115.51],the man showing how to do plant
UmteRWUihXw,[0:60],[32.71:44.42],A guy is talking through the snooker balls by touching them inside the trangle.
5v3pBNJFwfs,[0:60],[42.02:49.22],there are three chicken pieces in the tray
Htgvnd-EklI,[180:240],[184.84:210.405],Soaked beans cook in less time. Digestion. Soaked beans are usually easier to digest.
Htgvnd-EklI,[180:240],[210.405:235.97],Soaked beans cook in less time. Digestion. Soaked beans are usually easier to digest.
qu2uwS5RpXg,[180:240],[194.24:217.86],A The women filtering the butter milk into the glass bowl.
I58prqKHIFI,[120:180],[138.49:162.22],animals maintenace - must watch and try
mld9RRJNpzI,[60:120],[81.01:102.62],The man connecting the wires on indicator lights.
jLQeRAFuYhk,[60:120],[60.0:70.06],Parts of a motorcycle are shown while a man talks about the details.
jLQeRAFuYhk,[180:240],[180.0:188.52],A man points out a part of a motorcycle and names it.
bb6f-aMb-Gs,[0:60],[4.2:37.2],The girls  explain how to tasty healthy juice
0ijMbK2qckY,[120:180],[124.57:150.45],"Means ""the chosen one"" in Arabic, an epithet of Muhammad. This was the name of four Ottoman sultans. Another famous bearer was Mustafa Kemal"
0ijMbK2qckY,[120:180],[150.45:176.33],"Means ""the chosen one"" in Arabic, an epithet of Muhammad. This was the name of four Ottoman sultans. Another famous bearer was Mustafa Kemal"
N2sLJr6mZVM,[60:120],[67.01:98.71],The man explain chair benefit the people
JDb4UqtFM0M,[60:120],[60.0:87.61],a lady take some properties and make useful one
_B377yVv2Xg,[60:120],[61.23:93.81],A man showing the tools of the car
8wo4dY7XQDs,[120:180],[127.41:151.8],the man showing and makeing the screw cum
Q02IvuF5ijA,[0:60],[43.52:60.03],A lady is showing how to make the pop tab flower earring.
8fz7_RW3s8g,[0:60],[6.6:25.51],The man explain how to tasty cooking
8fz7_RW3s8g,[0:60],[25.51:44.42],The man explain how to tasty cooking
A5HnSeyi1Nk,[0:60],[14.7:30.01],The woman is in the kitchen going over a Halloween recipe.
oQcvh_4s1Fk,[180:240],[219.02:231.62],guitar music learning - must watch and try
GKGK2vg6Maw,[60:120],[60.0:89.88],This video is about some home making products. it is look very beautiful and interesting
ewWtXl_e8PI,[60:120],[79.81:84.99],Man cuts the grass on his front garden with a a lawnmower.
ohTUBJfAE0g,[0:60],[38.42:45.92],A girl is using the blue ribbon and cut out the correct size with a pair of scissors.
sX1GAEALkRo,[180:240],[191.41:221.34],this is a cooking tutorial done by a woman in her kitchen with orange juice
9ohuZuQFGk8,[120:180],[122.14:131.63],woman pours liquid from blender glass container into glass jar
3QSYS9srVt4,[180:240],[191.7:209.71],a lady holding a glass in her hand and explaining about it
3QSYS9srVt4,[180:240],[209.71:227.72],a lady holding a glass in her hand and explaining about it
B__rWUVfflM,[0:60],[0.6:28.51],a black color dog is in this video
8K12DbCLUWY,[180:240],[183.6:209.56],In this video the small boy was playing a blocks airplane toy.To set a airplane model to the toy.
8K12DbCLUWY,[180:240],[209.56:235.52],In this video the small boy was playing a blocks airplane toy.To set a airplane model to the toy.
M7iOX-3lX8c,[60:120],[60.0:87.19],to take a red meat in to the plate
_gH6AIRW6JI,[0:60],[34.2:58.2],The man talk about he is telling about the pool play game.
BHUfajhcTC4,[120:180],[128.7:155.71],The man explain project
KwVJBCQI8kg,[180:240],[189.25:202.29],a man is giving a tutorial  to his subscribers about health care
kb1TCe3eE-Y,[60:120],[69.34:88.46],The man explain how to tasty cooking
kb1TCe3eE-Y,[60:120],[88.46:107.58],The man explain how to tasty cooking
xORYx0TAWdc,[120:180],[120.0:137.505],the women explain to the cloth of the serve
xORYx0TAWdc,[120:180],[137.505:155.01],the women explain to the cloth of the serve
Qy2LvHuOZyk,[0:60],[6.0:15.31],handcraft aeroplane is awesome
pqun3HDPahE,[0:60],[25.21:40.82],A woman gestures with her hands while standing in front of flowers and vegetables.
DsRSRliw3Ms,[120:180],[146.19:165.61],The men use a triangle to mark the dimensions of the deck stairs.
U2GOa5q5ufs,[0:60],[3.6:10.8],The young boy is going to show us how to make a good paper plane
b0ahREpQqsM,[60:120],[66.45:84.115],The woman explain how to tasty healthy cooking
b0ahREpQqsM,[60:120],[84.115:101.78],The woman explain how to tasty healthy cooking
dQFYNAghHFc,[180:240],[180.61:194.99],The man filtered the oil and poured in the glass bowl.
eXBO-G43Vmg,[60:120],[95.97:109.8],he explain use the blender add the powder
oqc-N3m-Cw4,[60:120],[60.0:90.49],the man is explaining on the four access to the water pump
1Br0JVNEoXU,[120:180],[125.1:150.46],This is a great home remedy to block itching because of its low acidic level
1Br0JVNEoXU,[120:180],[150.46:175.82],This is a great home remedy to block itching because of its low acidic level
UpEhwFi5o8I,[180:240],[218.33:223.5],The girl wraps the bracelet around her wrist.
HN4M0_XysC0,[60:120],[61.5:69.9],"creamy and delicious ingredients, one or two bananas, one banana if you don't like it so thinks, two bananas if you like it nice and thick like I do."
ZNed6gGer_M,[120:180],[120.36:129.66],The woman poured the pumpkin flavored drink into a fancy glass.
WYdeHiKamho,[60:120],[85.3:93.83],i dont use the garlic in the video in explain
VstLswwLWGk,[0:60],[9.6:12.9],The woman explains that one of the items you need for the project is walnuts.
Ntdn2BxZivc,[0:60],[43.52:60.03],A woman rolls wax paper into a cone and then fill it.
5IJW_sWrWuY,[60:120],[65.1:89.41],a lady talks about the rat shelters
5IJW_sWrWuY,[60:120],[89.41:113.72],a lady talks about the rat shelters
8-HexibvHyQ,[60:120],[105.72:120.96],A little brown genie pig is cleaning himself in the corner of the cage.
a_z2w6ZNyfs,[60:120],[66.77:85.855],The woman explain how to tasty healthy cooking
a_z2w6ZNyfs,[60:120],[85.855:104.94],The woman explain how to tasty healthy cooking
w6QfqEQBhAU,[60:120],[85.22:103.365],the women cooking to the dish and explain to this video.
w6QfqEQBhAU,[60:120],[103.365:121.51],the women cooking to the dish and explain to this video.
vW-Vuoz6Ovw,[120:180],[131.11:152.11],He takes a L - shaped LEGO toys for make something
jJ4KwQntZhk,[120:180],[152.36:158.83],A pool player uses the white cue ball to sink the red billiard ball into a corner pocket.
AWxpUYiBHKQ,[60:120],[64.92:78.16],Person is talking while demonstrating a gadget tool that's on table
UBfb96BR4yU,[0:60],[18.3:34.2],A cooking show is featured including recognizable chefs.
4Edm1WLNI_w,[60:120],[60.0:79.745],a man is giving a tutorial  to his subscribers through music
4Edm1WLNI_w,[60:120],[79.745:99.49],a man is giving a tutorial  to his subscribers through music
wdYB5LWFga8,[0:60],[15.91:43.82],he was prepare to the non veg about non health food in the bady and heakth it most using that no use for the health so not use the non veg
RzFsMAZCCn4,[180:240],[209.1:239.43],Interaction between doctor and patient demo video
_r5rxoO663A,[180:240],[199.99:220.9],The women tries to removing the pack.
5YfKn1th1as,[60:120],[61.83:89.565],The man is preparing the food with the help of meat.
5YfKn1th1as,[60:120],[89.565:117.3],The man is preparing the food with the help of meat.
6NX4JSuKSfI,[60:120],[68.32:91.575],a lady who has more hairs showing a stick and explaining it
6NX4JSuKSfI,[60:120],[91.575:114.83],a lady who has more hairs showing a stick and explaining it
3QzMNKAQo9Y,[0:60],[0.0:33.31],this video is deals with the complete details of plants
6kiaJsueIjI,[60:120],[60.0:91.09],it is  a tutorial regarding the construction of  a front porch
2Fi7O6PaMLI,[120:180],[120.0:126.45],A smoothie with a yellow straw in it is shown while a woman talks about it.
nsIGnBq8xBY,[0:60],[6.6:36.3],The woman explain the home handle  craft work and art
_uTVVfHGb1k,[60:120],[91.42:120.06],A man counting the scrooves
ukT3yd1GtCQ,[60:120],[68.23:91.245],gardening plant is being shown and explaining about plant compost and growing
ukT3yd1GtCQ,[60:120],[91.245:114.26],gardening plant is being shown and explaining about plant compost and growing
sSprsldE8vc,[60:120],[79.98:112.55],The pet has a cute one and more interesting for daily life when you are like a happy feel to see that pet.
fAqkQOSAMGU,[60:120],[82.74:102.1],lady is doing a tutorial to the viewers in a video
fAqkQOSAMGU,[60:120],[102.1:121.46],lady is doing a tutorial to the viewers in a video
q9vjh7twndA,[0:60],[20.4:29.7],The lady is putting ingredients over the tomatoes.
gaaFvCrgLEY,[120:180],[120.0:130.5],A man gestures to a clock and explains the details of it's outer features.
F8cCLFGy7kc,[120:180],[123.08:150.505],he is telling for speical drink and this video was good.
F8cCLFGy7kc,[120:180],[150.505:177.93],he is telling for speical drink and this video was good.
vZoxLGmzBZU,[180:240],[184.51:198.17],The woman explain how to tasty healthy cooking cake
82Sv8RIZXXM,[60:120],[68.31:101.55],The man explain how to carpenter work
uZ-eDzwOvp8,[0:60],[0.0:18.31],the man explain about some car tools and open some car part.
RkOfM7hOtO8,[60:120],[81.95:110.9],this video is deals with the growth and maintenance of rabbits
gma28XgiB_g,[120:180],[126.0:160.82],The man explain how to carpenter work
ZkmNVgzv-Vk,[120:180],[122.58:140.98],The woman explain how to tasty healthy cooking
cc7xWzHa8_c,[180:240],[186.61:214.23],The man explain how to tasty cooking
2DZCoZQwh5c,[0:60],[19.51:39.61],The old lady put the cheese and cocoa powder mexer into the oven.
UybfOgbDTpk,[180:240],[180.0:192.78],An electric  hand mixer is used to mix batter.
YNTfz4cyyEw,[180:240],[186.43:200.5],A person removes a cap and then pours fluid into the hole that is revealed.
Wox8y3cQ7g8,[180:240],[190.09:212.71],more different type of trees are explained by a lady and man
Wox8y3cQ7g8,[180:240],[212.71:235.33],more different type of trees are explained by a lady and man
jWbYdZNWKNc,[120:180],[129.98:148.73],He is watering the plant
DsRSRliw3Ms,[60:120],[60.0:76.36],Computer graphics show the details of measurement needed for building a deck.1
6GmMTGRmkR4,[180:240],[218.37:225.79],"The guy says he is going to work with the bevel, texture and colour overlay settings."
MnN7vD1u9_I,[180:240],[187.03:194.37],Chopped vegetables are being sauteed in a pot.
59Sr9nOSNGo,[60:120],[66.6:83.11],The man in the christmas hat is cooking some meat.
ROaMo4SgP_Q,[180:240],[184.63:202.365],The man explain how to tasty cooking
ROaMo4SgP_Q,[180:240],[202.365:220.1],The man explain how to tasty cooking
GCrVHH0FY1M,[120:180],[127.89:148.365],a head phone is being hanged and explained in the wall
GCrVHH0FY1M,[120:180],[148.365:168.84],a head phone is being hanged and explained in the wall
Ntdn2BxZivc,[60:120],[65.6:86.54],a cooking tutorial by a old woman to her viewers
A24aH1dTWvc,[0:60],[13.2:41.7],the man showing 8 pool game and explain
oz9blQorWP8,[0:60],[21.31:26.11],thread colour was white
fcInSHHKpGQ,[0:60],[25.2:60.0],working and the maintenance of an automobiles by man
IYs7XWSYDRA,[60:120],[70.73:90.035],the man showing how to make the steps
IYs7XWSYDRA,[60:120],[90.035:109.34],the man showing how to make the steps
